uid,jobUid,title,description,jobType,deadline,createdAt,date_posted,externalApplicationLink,jobLink,company,companyWebsite,companyLogo,companyEmail,city,state,country,locationName,formattedAddress,placeId,latitude,longitude,workType,salaryMin,salaryMax,salaryCurrency,salaryPeriod,keywords,skills,hiringTeam,workEmail,numberOfPositions,screeningQuestions,allowEmailApplications,job.visibility.allowedLocations,review_status,review_notes
,,Graphic Designer,"Easyfairs is an ambitious events and media company operating across the UK, France, Iberia, Italy, and Algeria. The marketing intelligence and technology team needs a graphic designer to support a growing portfolio of events and digital products.

We're looking for a confident designer who wants to make a creative impact across international brands. You should be adaptable, detail-oriented, and excited by variety across events, campaigns, and media products in a fast-moving commercial environment.

You'll create visual assets for world-leading events and media products while helping launch new portfolio initiatives. This hybrid role in Twickenham pays £40,000 per year and suits a designer who enjoys working across multiple brands and regions.",FREELANCE,2026-07-04T20:06:40.000Z,2026-06-04T20:06:40.000Z,2026-06-04T20:06:40.000Z,https://uk.linkedin.com/jobs/view/graphic-designer-at-easyfairs-4424466471,https://uk.linkedin.com/jobs/view/graphic-designer-at-easyfairs-4424466471,Easyfairs,https://www.easyfairs.com,https://www.google.com/s2/favicons?domain=www.easyfairs.com&sz=128,,Twickenham,England,United Kingdom,"Twickenham, England","Twickenham, England, United Kingdom",,51.447647,-0.32368365,HYBRID,40000,40000,GBP,ANNUAL,"Illustration,Twickenham,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed.
,,Graphic Designer,"As a member of the Advocacy and Engagement team, the Graphic Designer will play a critical role in ensuring that AMA initiatives are supported by designing and delivering clear, on-brand visual solutions across print and digital channels. For more information on the AMA please visit our website at www.albertadoctors.org. This is a remote role in Edmonton, Alberta, Canada.

As part of our employee experience, we provide a competitive compensation package, benefits, work-life balance and development opportunities. The successful candidate will be based out of our Edmonton or Calgary office and will have the opportunity to work from home but will be required to go into the office or attend in person when required. Travel to attend in-person meetings or events will be required irregularly. Pay ranges from CAD66,060 to CAD85,880 per year.

In this role, you'll provide tactical visual design advice and support for internal and client facing projects across the organization. Create high quality designed materials to support projects, events, products, publications, digital tools, websites and social media channels. Develop data visualizations for internal and external audiences to improve clarity, comprehension and readability of complex information. Lead visual design work to support internal and external activities, including publications, presentations, events and advocacy materials.",FREELANCE,2026-07-05T20:41:33.000Z,2026-06-05T20:41:33.000Z,2026-06-05T20:41:33.000Z,https://ca.linkedin.com/jobs/view/graphic-designer-at-alberta-medical-association-ama-4424786915,https://ca.linkedin.com/jobs/view/graphic-designer-at-alberta-medical-association-ama-4424786915,Alberta Medical Association (AMA),https://www.albertadoctors.org,https://www.google.com/s2/favicons?domain=www.albertadoctors.org&sz=128,,Edmonton,Alberta,Canada,"Edmonton, Alberta","Edmonton, Alberta, Canada",,55.169308,-114.511795,REMOTE,66060,85880,CAD,ANNUAL,"Branding,Alberta,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed.
,,Graphic Artist - Fashion,"Evlv is a Montreal-based wholesale fashion and ecommerce company hiring a full-time fashion graphic artist. The team creates apparel graphics, seasonal prints, and brand visuals for a growing fashion label.

We're looking for a graphic artist with around two years of fashion or apparel graphics experience, strong Illustrator and Photoshop skills, and the ability to manage multiple deadlines. You should understand production-ready file prep, including repeats, colorways, and print separations.

You'll create original artwork for apparel graphics, develop marketing and social visuals, collaborate with merchandising and design teams, and prepare production files for manufacturing. This permanent on-site role in Montreal pays up to CAD $75,000 per year.",FULLTIME,2026-07-04T16:36:36.000Z,2026-06-04T16:36:37.000Z,2026-06-04T16:36:37.000Z,https://ca.linkedin.com/jobs/view/graphic-artist-fashion-at-evlv-4424424602,https://ca.linkedin.com/jobs/view/graphic-artist-fashion-at-evlv-4424424602,Evlv,https://www.evlv.com,https://www.google.com/s2/favicons?domain=www.evlv.com&sz=128,,Greater Montreal Metropolitan Area,Quebec,Canada,"Greater Montreal Metropolitan Area, Quebec","Greater Montreal Metropolitan Area, Quebec, Canada",,45.457947,-73.75159,ONSITE,65000,75000,CAD,ANNUAL,"Illustration,Greater Montreal Metropolitan Area,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Senior Technical Animator - Character Rigging (Apex Legends),"Description & Requirements Electronic Arts creates next-level entertainment experiences that inspire players and fans around the world. Here, everyone is part of the story.

Description & Requirements Electronic Arts creates next-level entertainment experiences that inspire players and fans around the world. We're looking for an accomplished Senior Technical Animator - Character Rigging R&D who will embrace our philosophy and share their hard-earned expertise to provide support to our Apex Legends Animation and Character teams. Ideally, you'll have 5+ years' game industry experience working on the technical side of Art/Animation for games.

Description & Requirements Electronic Arts creates next-level entertainment experiences that inspire players and fans around the world. Founded in 2010 by the original creators of the Call of Duty Franchise, Respawn was created with the philosophy that when talented people have creative freedom, they'll make extraordinary games that achieve the unexpected. Join us for the opportunity to create groundbreaking games with some of the best developer talent in the industry. We're looking for an accomplished Senior Technical Animator - Character Rigging R&D who will embrace our philosophy and share their hard-earned expertise to provide support to our Apex Legends Animation and Character teams.",FULLTIME,2026-07-29T20:27:46.000Z,2026-06-05T18:36:18.000Z,2026-06-05T18:36:18.000Z,https://ca.linkedin.com/jobs/view/senior-technical-animator-character-rigging-apex-legends-at-respawn-entertainment-4396159471,https://ca.linkedin.com/jobs/view/senior-technical-animator-character-rigging-apex-legends-at-respawn-entertainment-4396159471,Respawn Entertainment,https://www.respawn.com,https://www.google.com/s2/favicons?domain=www.respawn.com&sz=128,,Greater Vancouver Metropolitan Area,British Columbia,Canada,"Greater Vancouver Metropolitan Area, British Columbia","Greater Vancouver Metropolitan Area, British Columbia, Canada",,49.19483,-123.17613,ONSITE,122300,170700,CAD,ANNUAL,"Animation,Greater Vancouver Metropolitan Area,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed.
,,Graphic Designer,"IKO Industries Ltd. is a market leader in the manufacturing of roofing and building materials.

Job Description We are currently looking for a motivated, creative and talented Graphic Designer to join our creative team. Provide pre-print production support following established brand guidelines Edit images, develop varied brand assets, while cultivating technical and soft skills. Qualifications Strong skills using Adobe Creative Cloud (Photoshop, Illustrator, InDesign).

Job Description We are currently looking for a motivated, creative and talented Graphic Designer to join our creative team. In this role you would work alongside and support the creative director, art director, and senior designers with varied design and production efforts. 00 Benefits Health Insurance (includes Virtual Health, and HCSA) Dental Insurance Vision Insurance Life Insurance Long-term Disability Short-term Disability RRSP Match Paid Vacation Floating Days Employee Assistance Program Employee Engagement Events Awards and Recognition Tuition reimbursement Service Awards Employee Perks & Discounts Responsibilities Support the creative team following guidance from the creative director, art director, and senior designers. Provide pre-print production support following established brand guidelines Edit images, develop varied brand assets, while cultivating technical and soft skills.",FULLTIME,2026-07-13T16:59:19.000Z,2026-06-05T13:54:40.000Z,2026-06-05T13:54:40.000Z,https://ca.linkedin.com/jobs/view/graphic-designer-at-iko-north-america-4411502597,https://ca.linkedin.com/jobs/view/graphic-designer-at-iko-north-america-4411502597,IKO North America,https://www.ikogroup.com,https://www.google.com/s2/favicons?domain=www.ikogroup.com&sz=128,,Mississauga,ON,Canada,"Mississauga, ON","Mississauga, ON, Canada",,43.591293,-79.65025,ONSITE,50000,60000,CAD,ANNUAL,"Illustration,Mississauga,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed.
,,Graphiste / Graphic Designer,"Poste : graphiste Lieu de travail : Montréal, sur place Salaire : 63 000 $, avantages sociaux inclus Type de poste : temps plein Une entreprise en pleine croissance située près de Lachine/Verdun recherche un graphiste talentueux prêt à faire ses preuves. Si le visuel est votre passion, que vous maîtrisez la gestion d'un calendrier de contenu et que les défis créatifs vous motivent, ce poste est peut-être fait pour vous.

Position: Graphic Designer Location: Montreal, On-site Salary: $63K, all benefits included Job Type: Full-time A growing company near Lachine/Verdun is looking for a talented Graphic Designer ready to make their mark. Who we're looking for: You've got your DEC in graphic design and a couple of years of hands-on experience. If you have a feel for the fashion, home, or lifestyle space and you are organized, adaptable, and the kind of person who raises the energy of a team rather than draining it.

Vous ferez partie intégrante d'une petite équipe interne dynamique et travaillerez en étroite collaboration avec le graphiste principal sur tous les projets, du lancement de campagnes saisonnières au contenu numérique quotidien. Le profil recherché : Vous êtes titulaire d'un DEC en design graphique et possédez quelques années d'expérience pratique. La suite Adobe Creative (InDesign, Photoshop, Illustrator, Premiere) est une seconde nature pour vous, et vous maîtrisez également Canva. Position: Graphic Designer Location: Montreal, On-site Salary: $63K, all benefits included Job Type: Full-time A growing company near Lachine/Verdun is looking for a talented Graphic Designer ready to make their mark.",FREELANCE,2026-07-05T14:13:55.000Z,2026-06-05T14:14:38.000Z,2026-06-05T14:14:38.000Z,https://ca.linkedin.com/jobs/view/graphiste-graphic-designer-at-quantum-management-services-ltd-4424711885,https://ca.linkedin.com/jobs/view/graphiste-graphic-designer-at-quantum-management-services-ltd-4424711885,Quantum Management Services Ltd.,https://www.quantummanagementservicesltd.com,https://www.google.com/s2/favicons?domain=www.quantummanagementservicesltd.com&sz=128,,Montreal,QC,Canada,"Montreal, QC","Montreal, QC, Canada",,45.509064,-73.55336,ONSITE,63000,63000,CAD,ANNUAL,"Illustration,Montreal,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed.
,,Mobile Game 2d Animator,"QDStaff This four studio software engineering company is averaging a 25% annual employee growth rate. With a median tenure of almost 4 years, employees are embracing the opportunity to innovate and personally contribute to global hit games in the world's leading portfolio of games. This is an on-site role in North Vancouver, BC, Canada.

This requires you to have quick turnaround times and strong problem-solving skills as to not become overwhelmed. Required Skills : Highly proficient at Adobe After Effects Experienced in Adobe Photoshop and Illustrator Spine or rigging experience Optimizing Files for Production 2D art production Qualifications : Degree/Diploma in Graphic Design / Game Art & Design / Game Development Years of work experience commensurate with job level - Senior 5+ yrs Commercial work experience in Gaming. High degree of experience and understanding of Adobe Creative Suite. Pay ranges from USD65,000 to USD110,000 per year.

The animator takes input from the illustration team, adds effects, animates and delivers to development for mobile games. You will be responsible for creating: Various Game mockups Particles / Animations / Visual FXs for the game Assisting creatives in drawing game elements. Building out optimized game ready assets from concepts Working closely with developers ensuring concepts are achievable. As a Technical Designer you will assist with project scheduling providing accurate time estimations for the expected work.",FULLTIME,2026-07-02T21:15:22.000Z,2026-06-02T21:15:47.000Z,2026-06-02T21:15:47.000Z,https://ca.linkedin.com/jobs/view/mobile-game-2d-animator-at-qdstaff-4423971928,https://ca.linkedin.com/jobs/view/mobile-game-2d-animator-at-qdstaff-4423971928,QDStaff,https://www.qdstaff.com,https://www.google.com/s2/favicons?domain=www.qdstaff.com&sz=128,,North Vancouver,BC,Canada,"North Vancouver, BC","North Vancouver, BC, Canada",,49.319992,-123.07238,ONSITE,65000,110000,USD,ANNUAL,"Illustration,North Vancouver,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed.
,,Senior Graphic Artist,"We're looking for someone with visual instinct, strong illustration skills, and the ability to produce work that feels confident, modern, and culturally relevant. At a senior level, you will also own projects end-to-end bringing structure, clarity, and creative leadership to the process. This is an on-site role in Richmond Hill, ON, Canada.

We’re looking for a Senior Graphic Artist with a strong, distinctive visual voice and a natural connection to sport, street culture, and pop culture. We're looking for someone with visual instinct, strong illustration skills, and the ability to produce work that feels confident, modern, and culturally relevant. At a senior level, you will also own projects end-to-end bringing structure, clarity, and creative leadership to the process. Pay ranges from CAD65,000 to CAD75,000 per year.

In this role, you'll create original illustrations, typography, and graphic systems inspired by sport and culture Develop strong graphic concepts that translate seamlessly across apparel, campaigns, and brand touch points Interpret creative direction into refined, high-impact visuals Own projects from concept through to final delivery, ensuring timelines and quality standards are consistently met Partner closely with Product teams to bring ideas to life Provide and receive constructive feedback while maintaining a…",FULLTIME,2026-12-02T11:24:35.000Z,2026-06-05T11:24:35.000Z,2026-06-05T11:24:35.000Z,https://ca.linkedin.com/jobs/view/senior-graphic-artist-at-intandem-talent-4424563481,https://ca.linkedin.com/jobs/view/senior-graphic-artist-at-intandem-talent-4424563481,InTandem Talent,https://www.intandemtalent.com,https://www.google.com/s2/favicons?domain=www.intandemtalent.com&sz=128,,Richmond Hill,ON,Canada,"Richmond Hill, ON","Richmond Hill, ON, Canada",,43.87587,-79.43827,ONSITE,65000,75000,CAD,ANNUAL,"Illustration,Richmond Hill,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed.
,,Marketing Graphic Designer,"7-Eleven is an iconic family of brands with over 86,000 locations, surpassing every retailer in the world. We revolutionize convenience, restaurants and fuel through cutting edge innovation — working hard to be the customer's first choice.

This position is open to candidates across Canada. For candidates based in Surrey, the role follows a hybrid work model. For the right candidate, a fully remote arrangement may also be considered.

7-Eleven is an iconic family of brands with over 86,000 locations, surpassing every retailer in the world. Are you a customer-obsessed, creative graphic designer with experience in bringing bold, fun ideas to life and ready to help us Activate Awesome across Canada? 7-Eleven Canada is looking for a Graphic Designer to join our growing in-house Creative Services team and play a key role in transforming how our brand shows up—on shelf, on screen, and everywhere in between. Reporting to the Creative Services Manager, you’ll be the hands-on creative responsible for transforming briefs into eye-catching, on-brand design across print, digital, in-store communications, campaigns, packaging, and content, that are culturally-relevant and engage with multiple audiences including Gen Z & Alpha.",FREELANCE,2026-07-02T13:19:28.000Z,2026-06-02T13:19:28.000Z,2026-06-02T13:19:28.000Z,https://ca.linkedin.com/jobs/view/marketing-graphic-designer-at-7-eleven-4422397434,https://ca.linkedin.com/jobs/view/marketing-graphic-designer-at-7-eleven-4422397434,7-Eleven,https://www.7-eleven.ca,https://www.google.com/s2/favicons?domain=www.7-eleven.ca&sz=128,,Surrey,BC,Canada,"Surrey, BC","Surrey, BC, Canada",,49.104603,-122.82351,REMOTE,61381,75026,CAD,ANNUAL,"Illustration,Surrey,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed.
,,Marketing Graphic Design Specialist,"Organization Overview Since 1992, Surrey Hospitals Foundation has worked to ensure that every investment leads to better care, better access and better outcomes across the South Fraser region. To learn more about us, please visit Surrey Hospitals Foundation.

Job Summary Surrey Hospitals Foundation is seeking a creative, organized, and collaborative Marketing Graphic Design Specialist to support the Foundation’s marketing, communications, fundraising, and community engagement initiatives. Working closely with the Director of Marketing and Communications, Communications and Content Manager, and Social Media and Content Specialist, the successful candidate will help bring campaigns, donor recognition initiatives, events, and storytelling to life through compelling and engaging visual design. The ideal candidate is a hands-on creative professional with strong graphic design expertise, experience coordinating website and digital content updates, and an understanding of modern marketing and communications practices. Pay ranges from CAD65,000 to CAD75,000 per year.

We acknowledge that we operate, live and work on the traditional territories of the Semiahmoo, Katzie, Kwantlen, Kwikwetlem, Qayqayt, Tsawwassen First Nations and Metis Nations. Job Summary Surrey Hospitals Foundation is seeking a creative, organized, and collaborative Marketing Graphic Design Specialist to support the Foundation’s marketing, communications, fundraising, and community engagement initiatives. Reporting to the Director of Marketing and Communications, the Marketing Graphic Design Specialist is responsible for coordinating and executing visual design, website content, print materials, and digital marketing initiatives that strengthen the Foundation’s brand and community presence. This role serves as the primary resource for graphic design and visual communications within the Marketing and Communications team.",FULLTIME,2026-07-02T19:44:33.000Z,2026-06-02T19:44:34.000Z,2026-06-02T19:44:34.000Z,https://ca.linkedin.com/jobs/view/marketing-graphic-design-specialist-at-surrey-hospitals-foundation-4422492292,https://ca.linkedin.com/jobs/view/marketing-graphic-design-specialist-at-surrey-hospitals-foundation-4422492292,Surrey Hospitals Foundation,https://www.surreyhospitalsfoundation.org,https://www.google.com/s2/favicons?domain=www.surreyhospitalsfoundation.org&sz=128,,Surrey,BC,Canada,"Surrey, BC","Surrey, BC, Canada",,49.104603,-122.82351,ONSITE,65000,75000,CAD,ANNUAL,"Illustration,Surrey,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed.
,,Senior Brand Designer,"About Venn Venn is the fastest-growing B2B fintech in Canada. We're on a mission to transform business banking for Canadian entrepreneurs and are looking to hire A-players interested in disrupting traditional banking practices.

Business owners are tired of the big banks’ monopoly and are looking for modern tools that replace the legacy systems that have been their only option for over 100 years. Bring campaigns to life through compelling web pages, bold visuals, GTM collateral, paid ads, and launch decks that capture attention and drive results. Contribute to the evolution of the Venn product experience, working closely with Product and Engineering on UI/UX design and flows.

As the ONLY digital banking platform in Canada offering a truly modern solution, we have seen accelerated growth—scaling to support more than 10,000 Canadian businesses in under two years. What You’ll Be Doing Collaborate with Product, Growth, Marketing, and Sales teams to support new product launches, feature rollouts, and recurring initiatives. Contribute to the evolution of the Venn product experience, working closely with Product and Engineering on UI/UX design and flows. Design intuitive and visually compelling interfaces that elevate core product experiences across web and mobile.",FULLTIME,2026-07-04T19:54:46.000Z,2026-06-04T19:54:46.000Z,2026-06-04T19:54:46.000Z,https://ca.linkedin.com/jobs/view/senior-brand-designer-at-venn-4423576050,https://ca.linkedin.com/jobs/view/senior-brand-designer-at-venn-4423576050,Venn,https://www.venn.ca,https://www.google.com/s2/favicons?domain=www.venn.ca&sz=128,,Toronto,ON,Canada,"Toronto, ON","Toronto, ON, Canada",,43.651894,-79.381714,HYBRID,100000,150000,CAD,ANNUAL,"Branding,Toronto,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed.
,,Graphic Designer,"TEKsystems is hiring a graphic designer for a digital marketing team supporting lottery, casino, and sports gaming experiences. The role focuses on high-volume creative production across web, advertising, and cross-channel campaigns.

We're looking for a designer who can develop original concepts, execute assets across digital and print channels, and maintain strict brand standards. You should be comfortable leading creative development for ads, owned media, direct marketing, and out-of-home placements.

You'll support web and graphic design assets for multiple player segments and business verticals while ensuring consistency across user experiences. This hybrid role in Toronto pays CAD $33–$38 per hour and suits a designer with digital marketing production experience.",FREELANCE,2026-07-03T06:01:24.000Z,2026-06-03T06:01:24.000Z,2026-06-03T06:01:24.000Z,https://ca.linkedin.com/jobs/view/graphic-designer-at-teksystems-4422680264,https://ca.linkedin.com/jobs/view/graphic-designer-at-teksystems-4422680264,TEKsystems,https://www.teksystems.com,https://www.google.com/s2/favicons?domain=www.teksystems.com&sz=128,,Toronto,ON,Canada,"Toronto, ON","Toronto, ON, Canada",,43.651894,-79.381714,ONSITE,60,65,CAD,HOURLY,"Illustration,Toronto,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Art Supervisor,"The Klick Group —comprising Klick Health (including Klick Katalyst and btwelve), Klick Media Group, Klick Applied Sciences (including Klick Labs), Klick Consulting, and Klick Ventures—is an ecosystem dedicated to realizing the full potential of our people and clients in life sciences. Founded in 1997, we have offices in New York, Philadelphia, Saratoga Springs, Toronto, London, São Paulo, and Singapore.

About Our Creative Craft Our Creative Craft brings Klick’s ideas to life through storytelling, design, and experience. Qualifications Required: 5+ years of experience in an advertising agency environment with a strong portfolio demonstrating integrated healthcare or pharmaceutical brand campaigns. Demonstrated experience concepting and designing HCP-directed materials across multiple channels (print, digital, video, social) with live production examples.

Consistently named a Best Managed Company, Most Admired Corporate Culture, and Great Place to Work, Klick is committed to fostering a high-performance, people-first culture with creativity, collaboration, innovation, and impact across everything we do. About Our Creative Craft Our Creative Craft brings Klick’s ideas to life through storytelling, design, and experience. This craft blends imagination with strategy to create work that is emotionally resonant and culturally relevant. Creative teams collaborate across disciplines to simplify complexity and humanize healthcare.",FULLTIME,2026-12-08T17:22:54.000Z,2026-06-02T18:05:56.000Z,2026-06-02T18:05:56.000Z,https://ca.linkedin.com/jobs/view/art-supervisor-at-klick-4413592813,https://ca.linkedin.com/jobs/view/art-supervisor-at-klick-4413592813,Klick,https://www.klick.com,https://www.google.com/s2/favicons?domain=www.klick.com&sz=128,,Toronto,ON,Canada,"Toronto, ON","Toronto, ON, Canada",,43.651894,-79.381714,ONSITE,100000,120000,CAD,ANNUAL,"Illustration,Toronto,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed.
,,Art Supervisor,"BGB Group Art Supervisor Our Agency BGB Group is a healthcare communications agency that offers a wide range of services, including advertising, medical education, payer marketing, and consulting services. Known for excellence and professionalism, we're hired as strategic and creative partners by our biopharmaceutical clients to drive category/brand awareness and growth. This is an on-site role in Toronto, ON, Canada.

The Art Supervisor must possess superior visual conceptual skills and knowledge of pharmaceutical requirements/terminology and vendor requirements/capabilities. The depth of the position demands qualifications developed over a minimum of 4 years of related graphic and supervisory experience.

Known for excellence and professionalism, we're hired as strategic and creative partners by our biopharmaceutical clients to drive category/brand awareness and growth. Position Overview The Art Supervisor is responsible for providing direct support to the Creative Director, particularly in the areas of creative presentation, client relations, and team creative oversight. The depth of the position demands qualifications developed over a minimum of 4 years of related graphic and supervisory experience.",FREELANCE,2026-07-03T20:29:14.000Z,2026-06-03T20:29:14.000Z,2026-06-03T20:29:14.000Z,https://ca.linkedin.com/jobs/view/art-supervisor-at-bgb-group-4423035789,https://ca.linkedin.com/jobs/view/art-supervisor-at-bgb-group-4423035789,BGB Group,https://www.bgbgroup.com,https://www.google.com/s2/favicons?domain=www.bgbgroup.com&sz=128,,Toronto,ON,Canada,"Toronto, ON","Toronto, ON, Canada",,43.651894,-79.381714,ONSITE,100000,116000,CAD,ANNUAL,"Illustration,Toronto,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Assistant Production Artist (1 year contract) (Toronto Hybrid),"Company: HarperCollins Canada Job Title: Assistant, Production Artist Department(s): Creative Operations Reports to: Sr Mgr, Production Art Status: 1 year contract Location: 22 Adelaide Street West, Toronto (hybrid model) Job Vacancy Status: Vacant and actively accepting applications The Production Art Department as HarperCollins is seeking an Assistant Production Artist to work on the creation of advertisements, promotional materials and covers. In this role you will work closely with your colleagues to develop the essential skills needed to create both print and digital materials.

Company: HarperCollins Canada Job Title: Assistant, Production Artist Department(s): Creative Operations Reports to: Sr Mgr, Production Art Status: 1 year contract Location: 22 Adelaide Street West, Toronto (hybrid model) Job Vacancy Status: Vacant and actively accepting applications The Production Art Department as HarperCollins is seeking an Assistant Production Artist to work on the creation of advertisements, promotional materials and covers. In this role you will work closely with your colleagues to develop the essential skills needed to create both print and digital materials. Qualifications College degree or equivalent work experience MAC technical abilities and file building techniques in Adobe Creative Suite.

Company: HarperCollins Canada Job Title: Assistant, Production Artist Department(s): Creative Operations Reports to: Sr Mgr, Production Art Status: 1 year contract Location: 22 Adelaide Street West, Toronto (hybrid model) Job Vacancy Status: Vacant and actively accepting applications The Production Art Department as HarperCollins is seeking an Assistant Production Artist to work on the creation of advertisements, promotional materials and covers. In this role you will work closely with your colleagues to develop the essential skills needed to create both print and digital materials. Responsibilities Create advertisements for Marketing utilizing design elements from the covers created by Art and manage communication and approvals on an ongoing basis. Create galley covers using templates and already created cover art.",FREELANCE,2026-07-03T17:44:34.000Z,2026-06-03T17:44:34.000Z,2026-06-03T17:44:34.000Z,https://ca.linkedin.com/jobs/view/assistant-production-artist-1-year-contract-toronto-hybrid-at-harpercollins-publishers-4422464099,https://ca.linkedin.com/jobs/view/assistant-production-artist-1-year-contract-toronto-hybrid-at-harpercollins-publishers-4422464099,HarperCollins Publishers,https://www.harpercollins.com,https://www.google.com/s2/favicons?domain=www.harpercollins.com&sz=128,,Toronto,ON,Canada,"Toronto, ON","Toronto, ON, Canada",,43.651894,-79.381714,HYBRID,45000,48000,CAD,ANNUAL,"Design,Toronto,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Visual Designer [209509],"Visual Designer Join a leading global institution at the forefront of digital innovation, dedicated to delivering exceptional experiences that simplify and enrich the lives of millions. This organization is committed to transforming the digital landscape, leveraging strategy, research, design principles, and technical innovation to set new industry standards.

Visual Designer Join a leading global institution at the forefront of digital innovation, dedicated to delivering exceptional experiences that simplify and enrich the lives of millions. (1 day per week remote) Ignite Your Impact as a Visual Designer Designer!** Are you a visionary Visual Designer ready to shape the digital experiences of tomorrow? We’re seeking an exceptional talent to join a dynamic team where your creativity and strategic thinking will directly influence how users interact with groundbreaking digital products.

Visual Designer Join a leading global institution at the forefront of digital innovation, dedicated to delivering exceptional experiences that simplify and enrich the lives of millions. This organization is committed to transforming the digital landscape, leveraging strategy, research, design principles, and technical innovation to set new industry standards. As an Aquent talent, you will partner with this visionary team, contributing your expertise to shape the future of digital products and services that impact communities worldwide. (1 day per week remote) Ignite Your Impact as a Visual Designer Designer!** Are you a visionary Visual Designer ready to shape the digital experiences of tomorrow?",FULLTIME,2026-07-20T04:16:53.000Z,2026-06-02T17:58:05.000Z,2026-06-02T17:58:05.000Z,https://ca.linkedin.com/jobs/view/visual-designer-209509-at-aquent-4404505857,https://ca.linkedin.com/jobs/view/visual-designer-209509-at-aquent-4404505857,Aquent,https://www.aquent.com,https://www.google.com/s2/favicons?domain=www.aquent.com&sz=128,,Toronto,ON,Canada,"Toronto, ON","Toronto, ON, Canada",,43.651894,-79.381714,REMOTE,40,51,CAD,HOURLY,"Branding,Toronto,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Lighting Artist (short-term) - Feature Animation,"We are an internationally recognized, Emmy Award®-winning studio - in two prominent Canadian cities, Vancouver and Montreal - and the creative force behind top audience hits such as The Dragon Prince, Rick and Morty, Teen Titans Go!, and Diary of a Wimpy Kid. You will collaborate closely with our creative and technical teams to ensure that our projects meet the highest quality standards.

What you'll bring: 5+ years experience as a Lighting Artist in the animation or visual effects industry. Proficiency in industry-standard 3D software (e.g., Maya, Houdini). Proficiency using Katana including working with templates in a pipeline. Pay ranges from CAD1,600 to CAD2,000 per week.

You will collaborate closely with our creative and technical teams to ensure that our projects meet the highest quality standards. What you'll bring: 5+ years experience as a Lighting Artist in the animation or visual effects industry. Requirements As a Lighting Artist, you will play a crucial role in bringing our animated worlds to life. You will be responsible for lighting and shading scenes, characters, and environments to achieve the desired visual aesthetic, mood, and storytelling impact of our animated project.",FREELANCE,2026-11-30T18:35:54.000Z,2026-06-03T18:07:13.000Z,2026-06-03T18:07:13.000Z,https://ca.linkedin.com/jobs/view/lighting-artist-short-term-feature-animation-at-bardel-entertainment-4423014458,https://ca.linkedin.com/jobs/view/lighting-artist-short-term-feature-animation-at-bardel-entertainment-4423014458,Bardel Entertainment,https://www.bardel.ca,https://www.google.com/s2/favicons?domain=www.bardel.ca&sz=128,,Vancouver,BC,Canada,"Vancouver, BC","Vancouver, BC, Canada",,49.263565,-123.13857,ONSITE,1600,2000,CAD,WEEKLY,"Animation,Vancouver,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
